# Albion UniqueName	Albion numeric ID used by market_history.AlbionId
# entries=11218
T4_OFF_TOME_CRYSTAL@4	2279
T5_OFF_TOME_CRYSTAL	2280
T5_OFF_TOME_CRYSTAL@1	2281
T5_OFF_TOME_CRYSTAL@2	2282
T5_OFF_TOME_CRYSTAL@3	2283
T5_OFF_TOME_CRYSTAL@4	2284
T6_OFF_TOME_CRYSTAL	2285
T6_OFF_TOME_CRYSTAL@1	2286
T6_OFF_TOME_CRYSTAL@2	2287
T6_OFF_TOME_CRYSTAL@3	2288
T6_OFF_TOME_CRYSTAL@4	2289
T7_OFF_TOME_CRYSTAL	2290
T7_OFF_TOME_CRYSTAL@1	2291
T7_OFF_TOME_CRYSTAL@2	2292
T7_OFF_TOME_CRYSTAL@3	2293
T7_OFF_TOME_CRYSTAL@4	2294
T8_OFF_TOME_CRYSTAL	2295
T8_OFF_TOME_CRYSTAL@1	2296
T8_OFF_TOME_CRYSTAL@2	2297
T8_OFF_TOME_CRYSTAL@3	2298
T8_OFF_TOME_CRYSTAL@4	2299
T3_OFF_TORCH	2300
T4_OFF_TORCH	2301
T4_OFF_TORCH@1	2302
T4_OFF_TORCH@2	2303
T4_OFF_TORCH@3	2304
T4_OFF_TORCH@4	2305
T5_OFF_TORCH	2306
T5_OFF_TORCH@1	2307
T5_OFF_TORCH@2	2308
T5_OFF_TORCH@3	2309
T5_OFF_TORCH@4	2310
T6_OFF_TORCH	2311
T6_OFF_TORCH@1	2312
T6_OFF_TORCH@2	2313
T6_OFF_TORCH@3	2314
T6_OFF_TORCH@4	2315
T7_OFF_TORCH	2316
T7_OFF_TORCH@1	2317
T7_OFF_TORCH@2	2318
T7_OFF_TORCH@3	2319
T7_OFF_TORCH@4	2320
T8_OFF_TORCH	2321
T8_OFF_TORCH@1	2322
T8_OFF_TORCH@2	2323
T8_OFF_TORCH@3	2324
T8_OFF_TORCH@4	2325
T4_OFF_HORN_KEEPER	2326
T4_OFF_HORN_KEEPER@1	2327
T4_OFF_HORN_KEEPER@2	2328
T4_OFF_HORN_KEEPER@3	2329
T4_OFF_HORN_KEEPER@4	2330
T5_OFF_HORN_KEEPER	2331
T5_OFF_HORN_KEEPER@1	2332
T5_OFF_HORN_KEEPER@2	2333
T5_OFF_HORN_KEEPER@3	2334
T5_OFF_HORN_KEEPER@4	2335
T6_OFF_HORN_KEEPER	2336
T6_OFF_HORN_KEEPER@1	2337
T6_OFF_HORN_KEEPER@2	2338
T6_OFF_HORN_KEEPER@3	2339
T6_OFF_HORN_KEEPER@4	2340
T7_OFF_HORN_KEEPER	2341
T7_OFF_HORN_KEEPER@1	2342
T7_OFF_HORN_KEEPER@2	2343
T7_OFF_HORN_KEEPER@3	2344
T7_OFF_HORN_KEEPER@4	2345
T8_OFF_HORN_KEEPER	2346
T8_OFF_HORN_KEEPER@1	2347
T8_OFF_HORN_KEEPER@2	2348
T8_OFF_HORN_KEEPER@3	2349
T8_OFF_HORN_KEEPER@4	2350
T4_OFF_TALISMAN_AVALON	2351
T4_OFF_TALISMAN_AVALON@1	2352
T4_OFF_TALISMAN_AVALON@2	2353
T4_OFF_TALISMAN_AVALON@3	2354
T4_OFF_TALISMAN_AVALON@4	2355
T5_OFF_TALISMAN_AVALON	2356
T5_OFF_TALISMAN_AVALON@1	2357
T5_OFF_TALISMAN_AVALON@2	2358
T5_OFF_TALISMAN_AVALON@3	2359
T5_OFF_TALISMAN_AVALON@4	2360
T6_OFF_TALISMAN_AVALON	2361
T6_OFF_TALISMAN_AVALON@1	2362
T6_OFF_TALISMAN_AVALON@2	2363
T6_OFF_TALISMAN_AVALON@3	2364
T6_OFF_TALISMAN_AVALON@4	2365
T7_OFF_TALISMAN_AVALON	2366
T7_OFF_TALISMAN_AVALON@1	2367
T7_OFF_TALISMAN_AVALON@2	2368
T7_OFF_TALISMAN_AVALON@3	2369
T7_OFF_TALISMAN_AVALON@4	2370
T8_OFF_TALISMAN_AVALON	2371
T8_OFF_TALISMAN_AVALON@1	2372
T8_OFF_TALISMAN_AVALON@2	2373
T8_OFF_TALISMAN_AVALON@3	2374
T8_OFF_TALISMAN_AVALON@4	2375
T4_OFF_LAMP_UNDEAD	2376
T4_OFF_LAMP_UNDEAD@1	2377
T4_OFF_LAMP_UNDEAD@2	2378
T4_OFF_LAMP_UNDEAD@3	2379
T4_OFF_LAMP_UNDEAD@4	2380
T5_OFF_LAMP_UNDEAD	2381
T5_OFF_LAMP_UNDEAD@1	2382
T5_OFF_LAMP_UNDEAD@2	2383
T5_OFF_LAMP_UNDEAD@3	2384
T5_OFF_LAMP_UNDEAD@4	2385
T6_OFF_LAMP_UNDEAD	2386
T6_OFF_LAMP_UNDEAD@1	2387
T6_OFF_LAMP_UNDEAD@2	2388
T6_OFF_LAMP_UNDEAD@3	2389
T6_OFF_LAMP_UNDEAD@4	2390
T7_OFF_LAMP_UNDEAD	2391
T7_OFF_LAMP_UNDEAD@1	2392
T7_OFF_LAMP_UNDEAD@2	2393
T7_OFF_LAMP_UNDEAD@3	2394
T7_OFF_LAMP_UNDEAD@4	2395
T8_OFF_LAMP_UNDEAD	2396
T8_OFF_LAMP_UNDEAD@1	2397
T8_OFF_LAMP_UNDEAD@2	2398
T8_OFF_LAMP_UNDEAD@3	2399
T8_OFF_LAMP_UNDEAD@4	2400
T4_OFF_JESTERCANE_HELL	2401
T4_OFF_JESTERCANE_HELL@1	2402
T4_OFF_JESTERCANE_HELL@2	2403
T4_OFF_JESTERCANE_HELL@3	2404
T4_OFF_JESTERCANE_HELL@4	2405
T5_OFF_JESTERCANE_HELL	2406
T5_OFF_JESTERCANE_HELL@1	2407
T5_OFF_JESTERCANE_HELL@2	2408
T5_OFF_JESTERCANE_HELL@3	2409
T5_OFF_JESTERCANE_HELL@4	2410
T6_OFF_JESTERCANE_HELL	2411
T6_OFF_JESTERCANE_HELL@1	2412
T6_OFF_JESTERCANE_HELL@2	2413
T6_OFF_JESTERCANE_HELL@3	2414
T6_OFF_JESTERCANE_HELL@4	2415
T7_OFF_JESTERCANE_HELL	2416
T7_OFF_JESTERCANE_HELL@1	2417
T7_OFF_JESTERCANE_HELL@2	2418
T7_OFF_JESTERCANE_HELL@3	2419
T7_OFF_JESTERCANE_HELL@4	2420
T8_OFF_JESTERCANE_HELL	2421
T8_OFF_JESTERCANE_HELL@1	2422
T8_OFF_JESTERCANE_HELL@2	2423
T8_OFF_JESTERCANE_HELL@3	2424
T8_OFF_JESTERCANE_HELL@4	2425
T4_OFF_TORCH_CRYSTAL	2426
T4_OFF_TORCH_CRYSTAL@1	2427
T4_OFF_TORCH_CRYSTAL@2	2428
T4_OFF_TORCH_CRYSTAL@3	2429
T4_OFF_TORCH_CRYSTAL@4	2430
T5_OFF_TORCH_CRYSTAL	2431
T5_OFF_TORCH_CRYSTAL@1	2432
T5_OFF_TORCH_CRYSTAL@2	2433
T5_OFF_TORCH_CRYSTAL@3	2434
T5_OFF_TORCH_CRYSTAL@4	2435
T6_OFF_TORCH_CRYSTAL	2436
T6_OFF_TORCH_CRYSTAL@1	2437
T6_OFF_TORCH_CRYSTAL@2	2438
T6_OFF_TORCH_CRYSTAL@3	2439
T6_OFF_TORCH_CRYSTAL@4	2440
T7_OFF_TORCH_CRYSTAL	2441
T7_OFF_TORCH_CRYSTAL@1	2442
T7_OFF_TORCH_CRYSTAL@2	2443
T7_OFF_TORCH_CRYSTAL@3	2444
T7_OFF_TORCH_CRYSTAL@4	2445
T8_OFF_TORCH_CRYSTAL	2446
T8_OFF_TORCH_CRYSTAL@1	2447
T8_OFF_TORCH_CRYSTAL@2	2448
T8_OFF_TORCH_CRYSTAL@3	2449
T8_OFF_TORCH_CRYSTAL@4	2450
T2_CAPE	2451
T3_CAPE	2452
T4_CAPE	2453
T4_CAPE@1	2454
T4_CAPE@2	2455
T4_CAPE@3	2456
T4_CAPE@4	2457
T5_CAPE	2458
T5_CAPE@1	2459
T5_CAPE@2	2460
T5_CAPE@3	2461
T5_CAPE@4	2462
T6_CAPE	2463
T6_CAPE@1	2464
T6_CAPE@2	2465
T6_CAPE@3	2466
T6_CAPE@4	2467
T7_CAPE	2468
T7_CAPE@1	2469
T7_CAPE@2	2470
T7_CAPE@3	2471
T7_CAPE@4	2472
T8_CAPE	2473
T8_CAPE@1	2474
T8_CAPE@2	2475
T8_CAPE@3	2476
T8_CAPE@4	2477
T4_CAPEITEM_FW_BRIDGEWATCH	2478
T4_CAPEITEM_FW_BRIDGEWATCH@1	2479
T4_CAPEITEM_FW_BRIDGEWATCH@2	2480
T4_CAPEITEM_FW_BRIDGEWATCH@3	2481
T4_CAPEITEM_FW_BRIDGEWATCH@4	2482
T5_CAPEITEM_FW_BRIDGEWATCH	2483
T5_CAPEITEM_FW_BRIDGEWATCH@1	2484
T5_CAPEITEM_FW_BRIDGEWATCH@2	2485
T5_CAPEITEM_FW_BRIDGEWATCH@3	2486
T5_CAPEITEM_FW_BRIDGEWATCH@4	2487
T6_CAPEITEM_FW_BRIDGEWATCH	2488
T6_CAPEITEM_FW_BRIDGEWATCH@1	2489
T6_CAPEITEM_FW_BRIDGEWATCH@2	2490
T6_CAPEITEM_FW_BRIDGEWATCH@3	2491
T6_CAPEITEM_FW_BRIDGEWATCH@4	2492
T7_CAPEITEM_FW_BRIDGEWATCH	2493
T7_CAPEITEM_FW_BRIDGEWATCH@1	2494
T7_CAPEITEM_FW_BRIDGEWATCH@2	2495
T7_CAPEITEM_FW_BRIDGEWATCH@3	2496
T7_CAPEITEM_FW_BRIDGEWATCH@4	2497
T8_CAPEITEM_FW_BRIDGEWATCH	2498
T8_CAPEITEM_FW_BRIDGEWATCH@1	2499
T8_CAPEITEM_FW_BRIDGEWATCH@2	2500
T8_CAPEITEM_FW_BRIDGEWATCH@3	2501
T8_CAPEITEM_FW_BRIDGEWATCH@4	2502
T4_CAPEITEM_FW_FORTSTERLING	2503
T4_CAPEITEM_FW_FORTSTERLING@1	2504
T4_CAPEITEM_FW_FORTSTERLING@2	2505
T4_CAPEITEM_FW_FORTSTERLING@3	2506
T4_CAPEITEM_FW_FORTSTERLING@4	2507
T5_CAPEITEM_FW_FORTSTERLING	2508
T5_CAPEITEM_FW_FORTSTERLING@1	2509
T5_CAPEITEM_FW_FORTSTERLING@2	2510
T5_CAPEITEM_FW_FORTSTERLING@3	2511
T5_CAPEITEM_FW_FORTSTERLING@4	2512
T6_CAPEITEM_FW_FORTSTERLING	2513
T6_CAPEITEM_FW_FORTSTERLING@1	2514
T6_CAPEITEM_FW_FORTSTERLING@2	2515
T6_CAPEITEM_FW_FORTSTERLING@3	2516
T6_CAPEITEM_FW_FORTSTERLING@4	2517
T7_CAPEITEM_FW_FORTSTERLING	2518
T7_CAPEITEM_FW_FORTSTERLING@1	2519
T7_CAPEITEM_FW_FORTSTERLING@2	2520
T7_CAPEITEM_FW_FORTSTERLING@3	2521
T7_CAPEITEM_FW_FORTSTERLING@4	2522
T8_CAPEITEM_FW_FORTSTERLING	2523
T8_CAPEITEM_FW_FORTSTERLING@1	2524
T8_CAPEITEM_FW_FORTSTERLING@2	2525
T8_CAPEITEM_FW_FORTSTERLING@3	2526
T8_CAPEITEM_FW_FORTSTERLING@4	2527
T4_CAPEITEM_FW_LYMHURST	2528
T4_CAPEITEM_FW_LYMHURST@1	2529
T4_CAPEITEM_FW_LYMHURST@2	2530
T4_CAPEITEM_FW_LYMHURST@3	2531
T4_CAPEITEM_FW_LYMHURST@4	2532
T5_CAPEITEM_FW_LYMHURST	2533
T5_CAPEITEM_FW_LYMHURST@1	2534
T5_CAPEITEM_FW_LYMHURST@2	2535
T5_CAPEITEM_FW_LYMHURST@3	2536
T5_CAPEITEM_FW_LYMHURST@4	2537
T6_CAPEITEM_FW_LYMHURST	2538
T6_CAPEITEM_FW_LYMHURST@1	2539
T6_CAPEITEM_FW_LYMHURST@2	2540
T6_CAPEITEM_FW_LYMHURST@3	2541
T6_CAPEITEM_FW_LYMHURST@4	2542
T7_CAPEITEM_FW_LYMHURST	2543
T7_CAPEITEM_FW_LYMHURST@1	2544
T7_CAPEITEM_FW_LYMHURST@2	2545
T7_CAPEITEM_FW_LYMHURST@3	2546
T7_CAPEITEM_FW_LYMHURST@4	2547
T8_CAPEITEM_FW_LYMHURST	2548
T8_CAPEITEM_FW_LYMHURST@1	2549
T8_CAPEITEM_FW_LYMHURST@2	2550
T8_CAPEITEM_FW_LYMHURST@3	2551
T8_CAPEITEM_FW_LYMHURST@4	2552
T4_CAPEITEM_FW_MARTLOCK	2553
T4_CAPEITEM_FW_MARTLOCK@1	2554
T4_CAPEITEM_FW_MARTLOCK@2	2555
T4_CAPEITEM_FW_MARTLOCK@3	2556
T4_CAPEITEM_FW_MARTLOCK@4	2557
T5_CAPEITEM_FW_MARTLOCK	2558
T5_CAPEITEM_FW_MARTLOCK@1	2559
T5_CAPEITEM_FW_MARTLOCK@2	2560
T5_CAPEITEM_FW_MARTLOCK@3	2561
T5_CAPEITEM_FW_MARTLOCK@4	2562
T6_CAPEITEM_FW_MARTLOCK	2563
T6_CAPEITEM_FW_MARTLOCK@1	2564
T6_CAPEITEM_FW_MARTLOCK@2	2565
T6_CAPEITEM_FW_MARTLOCK@3	2566
T6_CAPEITEM_FW_MARTLOCK@4	2567
T7_CAPEITEM_FW_MARTLOCK	2568
T7_CAPEITEM_FW_MARTLOCK@1	2569
T7_CAPEITEM_FW_MARTLOCK@2	2570
T7_CAPEITEM_FW_MARTLOCK@3	2571
T7_CAPEITEM_FW_MARTLOCK@4	2572
T8_CAPEITEM_FW_MARTLOCK	2573
T8_CAPEITEM_FW_MARTLOCK@1	2574
T8_CAPEITEM_FW_MARTLOCK@2	2575
T8_CAPEITEM_FW_MARTLOCK@3	2576
T8_CAPEITEM_FW_MARTLOCK@4	2577
T4_CAPEITEM_FW_THETFORD	2578
T4_CAPEITEM_FW_THETFORD@1	2579
T4_CAPEITEM_FW_THETFORD@2	2580
T4_CAPEITEM_FW_THETFORD@3	2581
T4_CAPEITEM_FW_THETFORD@4	2582
T5_CAPEITEM_FW_THETFORD	2583
T5_CAPEITEM_FW_THETFORD@1	2584
T5_CAPEITEM_FW_THETFORD@2	2585
T5_CAPEITEM_FW_THETFORD@3	2586
T5_CAPEITEM_FW_THETFORD@4	2587
T6_CAPEITEM_FW_THETFORD	2588
T6_CAPEITEM_FW_THETFORD@1	2589
T6_CAPEITEM_FW_THETFORD@2	2590
T6_CAPEITEM_FW_THETFORD@3	2591
T6_CAPEITEM_FW_THETFORD@4	2592
T7_CAPEITEM_FW_THETFORD	2593
T7_CAPEITEM_FW_THETFORD@1	2594
T7_CAPEITEM_FW_THETFORD@2	2595
T7_CAPEITEM_FW_THETFORD@3	2596
T7_CAPEITEM_FW_THETFORD@4	2597
T8_CAPEITEM_FW_THETFORD	2598
T8_CAPEITEM_FW_THETFORD@1	2599
T8_CAPEITEM_FW_THETFORD@2	2600
T8_CAPEITEM_FW_THETFORD@3	2601
T8_CAPEITEM_FW_THETFORD@4	2602
T4_CAPEITEM_FW_CAERLEON	2603
T4_CAPEITEM_FW_CAERLEON@1	2604
T4_CAPEITEM_FW_CAERLEON@2	2605
T4_CAPEITEM_FW_CAERLEON@3	2606
T4_CAPEITEM_FW_CAERLEON@4	2607
T5_CAPEITEM_FW_CAERLEON	2608
T5_CAPEITEM_FW_CAERLEON@1	2609
T5_CAPEITEM_FW_CAERLEON@2	2610
T5_CAPEITEM_FW_CAERLEON@3	2611
T5_CAPEITEM_FW_CAERLEON@4	2612
T6_CAPEITEM_FW_CAERLEON	2613
T6_CAPEITEM_FW_CAERLEON@1	2614
T6_CAPEITEM_FW_CAERLEON@2	2615
T6_CAPEITEM_FW_CAERLEON@3	2616
T6_CAPEITEM_FW_CAERLEON@4	2617
T7_CAPEITEM_FW_CAERLEON	2618
T7_CAPEITEM_FW_CAERLEON@1	2619
T7_CAPEITEM_FW_CAERLEON@2	2620
T7_CAPEITEM_FW_CAERLEON@3	2621
T7_CAPEITEM_FW_CAERLEON@4	2622
T8_CAPEITEM_FW_CAERLEON	2623
T8_CAPEITEM_FW_CAERLEON@1	2624
T8_CAPEITEM_FW_CAERLEON@2	2625
T8_CAPEITEM_FW_CAERLEON@3	2626
T8_CAPEITEM_FW_CAERLEON@4	2627
T4_CAPEITEM_FW_BRECILIEN	2628
T4_CAPEITEM_FW_BRECILIEN@1	2629
T4_CAPEITEM_FW_BRECILIEN@2	2630
T4_CAPEITEM_FW_BRECILIEN@3	2631
T4_CAPEITEM_FW_BRECILIEN@4	2632
T5_CAPEITEM_FW_BRECILIEN	2633
T5_CAPEITEM_FW_BRECILIEN@1	2634
T5_CAPEITEM_FW_BRECILIEN@2	2635
T5_CAPEITEM_FW_BRECILIEN@3	2636
T5_CAPEITEM_FW_BRECILIEN@4	2637
T6_CAPEITEM_FW_BRECILIEN	2638
T6_CAPEITEM_FW_BRECILIEN@1	2639
T6_CAPEITEM_FW_BRECILIEN@2	2640
T6_CAPEITEM_FW_BRECILIEN@3	2641
T6_CAPEITEM_FW_BRECILIEN@4	2642
T7_CAPEITEM_FW_BRECILIEN	2643
T7_CAPEITEM_FW_BRECILIEN@1	2644
T7_CAPEITEM_FW_BRECILIEN@2	2645
T7_CAPEITEM_FW_BRECILIEN@3	2646
T7_CAPEITEM_FW_BRECILIEN@4	2647
T8_CAPEITEM_FW_BRECILIEN	2648
T8_CAPEITEM_FW_BRECILIEN@1	2649
T8_CAPEITEM_FW_BRECILIEN@2	2650
T8_CAPEITEM_FW_BRECILIEN@3	2651
T8_CAPEITEM_FW_BRECILIEN@4	2652
T4_CAPEITEM_AVALON	2653
T4_CAPEITEM_AVALON@1	2654
T4_CAPEITEM_AVALON@2	2655
T4_CAPEITEM_AVALON@3	2656
T4_CAPEITEM_AVALON@4	2657
T5_CAPEITEM_AVALON	2658
T5_CAPEITEM_AVALON@1	2659
T5_CAPEITEM_AVALON@2	2660
T5_CAPEITEM_AVALON@3	2661
T5_CAPEITEM_AVALON@4	2662
T6_CAPEITEM_AVALON	2663
T6_CAPEITEM_AVALON@1	2664
T6_CAPEITEM_AVALON@2	2665
T6_CAPEITEM_AVALON@3	2666
T6_CAPEITEM_AVALON@4	2667
T7_CAPEITEM_AVALON	2668
T7_CAPEITEM_AVALON@1	2669
T7_CAPEITEM_AVALON@2	2670
T7_CAPEITEM_AVALON@3	2671
T7_CAPEITEM_AVALON@4	2672
T8_CAPEITEM_AVALON	2673
T8_CAPEITEM_AVALON@1	2674
T8_CAPEITEM_AVALON@2	2675
T8_CAPEITEM_AVALON@3	2676
T8_CAPEITEM_AVALON@4	2677
T4_CAPEITEM_SMUGGLER	2678
T4_CAPEITEM_SMUGGLER@1	2679
T4_CAPEITEM_SMUGGLER@2	2680
T4_CAPEITEM_SMUGGLER@3	2681
T4_CAPEITEM_SMUGGLER@4	2682
T5_CAPEITEM_SMUGGLER	2683
T5_CAPEITEM_SMUGGLER@1	2684
T5_CAPEITEM_SMUGGLER@2	2685
T5_CAPEITEM_SMUGGLER@3	2686
T5_CAPEITEM_SMUGGLER@4	2687
T6_CAPEITEM_SMUGGLER	2688
T6_CAPEITEM_SMUGGLER@1	2689
T6_CAPEITEM_SMUGGLER@2	2690
T6_CAPEITEM_SMUGGLER@3	2691
T6_CAPEITEM_SMUGGLER@4	2692
T7_CAPEITEM_SMUGGLER	2693
T7_CAPEITEM_SMUGGLER@1	2694
T7_CAPEITEM_SMUGGLER@2	2695
T7_CAPEITEM_SMUGGLER@3	2696
T7_CAPEITEM_SMUGGLER@4	2697
T8_CAPEITEM_SMUGGLER	2698
T8_CAPEITEM_SMUGGLER@1	2699
T8_CAPEITEM_SMUGGLER@2	2700
T8_CAPEITEM_SMUGGLER@3	2701
T8_CAPEITEM_SMUGGLER@4	2702
T4_CAPEITEM_HERETIC	2703
T4_CAPEITEM_HERETIC@1	2704
T4_CAPEITEM_HERETIC@2	2705
T4_CAPEITEM_HERETIC@3	2706
T4_CAPEITEM_HERETIC@4	2707
T5_CAPEITEM_HERETIC	2708
T5_CAPEITEM_HERETIC@1	2709
T5_CAPEITEM_HERETIC@2	2710
T5_CAPEITEM_HERETIC@3	2711
T5_CAPEITEM_HERETIC@4	2712
T6_CAPEITEM_HERETIC	2713
T6_CAPEITEM_HERETIC@1	2714
T6_CAPEITEM_HERETIC@2	2715
T6_CAPEITEM_HERETIC@3	2716
T6_CAPEITEM_HERETIC@4	2717
T7_CAPEITEM_HERETIC	2718
T7_CAPEITEM_HERETIC@1	2719
T7_CAPEITEM_HERETIC@2	2720
T7_CAPEITEM_HERETIC@3	2721
T7_CAPEITEM_HERETIC@4	2722
T8_CAPEITEM_HERETIC	2723
T8_CAPEITEM_HERETIC@1	2724
T8_CAPEITEM_HERETIC@2	2725
T8_CAPEITEM_HERETIC@3	2726
T8_CAPEITEM_HERETIC@4	2727
T4_CAPEITEM_UNDEAD	2728
T4_CAPEITEM_UNDEAD@1	2729
T4_CAPEITEM_UNDEAD@2	2730
T4_CAPEITEM_UNDEAD@3	2731
T4_CAPEITEM_UNDEAD@4	2732
T5_CAPEITEM_UNDEAD	2733
T5_CAPEITEM_UNDEAD@1	2734
T5_CAPEITEM_UNDEAD@2	2735
T5_CAPEITEM_UNDEAD@3	2736
T5_CAPEITEM_UNDEAD@4	2737
T6_CAPEITEM_UNDEAD	2738
T6_CAPEITEM_UNDEAD@1	2739
T6_CAPEITEM_UNDEAD@2	2740
T6_CAPEITEM_UNDEAD@3	2741
T6_CAPEITEM_UNDEAD@4	2742
T7_CAPEITEM_UNDEAD	2743
T7_CAPEITEM_UNDEAD@1	2744
T7_CAPEITEM_UNDEAD@2	2745
T7_CAPEITEM_UNDEAD@3	2746
T7_CAPEITEM_UNDEAD@4	2747
T8_CAPEITEM_UNDEAD	2748
T8_CAPEITEM_UNDEAD@1	2749
T8_CAPEITEM_UNDEAD@2	2750
T8_CAPEITEM_UNDEAD@3	2751
T8_CAPEITEM_UNDEAD@4	2752
T4_CAPEITEM_KEEPER	2753
T4_CAPEITEM_KEEPER@1	2754
T4_CAPEITEM_KEEPER@2	2755
T4_CAPEITEM_KEEPER@3	2756
T4_CAPEITEM_KEEPER@4	2757
T5_CAPEITEM_KEEPER	2758
T5_CAPEITEM_KEEPER@1	2759
T5_CAPEITEM_KEEPER@2	2760
T5_CAPEITEM_KEEPER@3	2761
T5_CAPEITEM_KEEPER@4	2762
T6_CAPEITEM_KEEPER	2763
T6_CAPEITEM_KEEPER@1	2764
T6_CAPEITEM_KEEPER@2	2765
T6_CAPEITEM_KEEPER@3	2766
T6_CAPEITEM_KEEPER@4	2767
T7_CAPEITEM_KEEPER	2768
T7_CAPEITEM_KEEPER@1	2769
T7_CAPEITEM_KEEPER@2	2770
T7_CAPEITEM_KEEPER@3	2771
T7_CAPEITEM_KEEPER@4	2772
T8_CAPEITEM_KEEPER	2773
T8_CAPEITEM_KEEPER@1	2774
T8_CAPEITEM_KEEPER@2	2775
T8_CAPEITEM_KEEPER@3	2776
T8_CAPEITEM_KEEPER@4	2777
T4_CAPEITEM_MORGANA	2778
T4_CAPEITEM_MORGANA@1	2779
T4_CAPEITEM_MORGANA@2	2780
T4_CAPEITEM_MORGANA@3	2781
T4_CAPEITEM_MORGANA@4	2782
T5_CAPEITEM_MORGANA	2783
T5_CAPEITEM_MORGANA@1	2784
T5_CAPEITEM_MORGANA@2	2785
T5_CAPEITEM_MORGANA@3	2786
T5_CAPEITEM_MORGANA@4	2787
T6_CAPEITEM_MORGANA	2788
T6_CAPEITEM_MORGANA@1	2789
T6_CAPEITEM_MORGANA@2	2790
T6_CAPEITEM_MORGANA@3	2791
T6_CAPEITEM_MORGANA@4	2792
T7_CAPEITEM_MORGANA	2793
T7_CAPEITEM_MORGANA@1	2794
T7_CAPEITEM_MORGANA@2	2795
T7_CAPEITEM_MORGANA@3	2796
T7_CAPEITEM_MORGANA@4	2797
T8_CAPEITEM_MORGANA	2798
T8_CAPEITEM_MORGANA@1	2799
T8_CAPEITEM_MORGANA@2	2800
T8_CAPEITEM_MORGANA@3	2801
T8_CAPEITEM_MORGANA@4	2802
T4_CAPEITEM_DEMON	2803
T4_CAPEITEM_DEMON@1	2804
T4_CAPEITEM_DEMON@2	2805
T4_CAPEITEM_DEMON@3	2806
T4_CAPEITEM_DEMON@4	2807
T5_CAPEITEM_DEMON	2808
T5_CAPEITEM_DEMON@1	2809
T5_CAPEITEM_DEMON@2	2810
T5_CAPEITEM_DEMON@3	2811
T5_CAPEITEM_DEMON@4	2812
T6_CAPEITEM_DEMON	2813
T6_CAPEITEM_DEMON@1	2814
T6_CAPEITEM_DEMON@2	2815
T6_CAPEITEM_DEMON@3	2816
T6_CAPEITEM_DEMON@4	2817
T7_CAPEITEM_DEMON	2818
T7_CAPEITEM_DEMON@1	2819
T7_CAPEITEM_DEMON@2	2820
T7_CAPEITEM_DEMON@3	2821
T7_CAPEITEM_DEMON@4	2822
T8_CAPEITEM_DEMON	2823
T8_CAPEITEM_DEMON@1	2824
T8_CAPEITEM_DEMON@2	2825
T8_CAPEITEM_DEMON@3	2826
T8_CAPEITEM_DEMON@4	2827
UNIQUE_LOOTCHEST_FIRSTREFERRAL	2828
UNIQUE_LOOTCHEST_SKILLBOOKS_TELLAFRIEND	2829
T2_BAG	2830
T3_BAG	2831
T4_BAG	2832
T4_BAG@1	2833
T4_BAG@2	2834
T4_BAG@3	2835
T4_BAG@4	2836
T5_BAG	2837
T5_BAG@1	2838
T5_BAG@2	2839
T5_BAG@3	2840
T5_BAG@4	2841
T6_BAG	2842
T6_BAG@1	2843
T6_BAG@2	2844
T6_BAG@3	2845
T6_BAG@4	2846
T7_BAG	2847
T7_BAG@1	2848
T7_BAG@2	2849
T7_BAG@3	2850
T7_BAG@4	2851
T8_BAG	2852
T8_BAG@1	2853
T8_BAG@2	2854
T8_BAG@3	2855
T8_BAG@4	2856
T4_BAG_INSIGHT	2857
T4_BAG_INSIGHT@1	2858
T4_BAG_INSIGHT@2	2859
T4_BAG_INSIGHT@3	2860
T4_BAG_INSIGHT@4	2861
T5_BAG_INSIGHT	2862
T5_BAG_INSIGHT@1	2863
T5_BAG_INSIGHT@2	2864
T5_BAG_INSIGHT@3	2865
T5_BAG_INSIGHT@4	2866
T6_BAG_INSIGHT	2867
T6_BAG_INSIGHT@1	2868
T6_BAG_INSIGHT@2	2869
T6_BAG_INSIGHT@3	2870
T6_BAG_INSIGHT@4	2871
T7_BAG_INSIGHT	2872
T7_BAG_INSIGHT@1	2873
T7_BAG_INSIGHT@2	2874
T7_BAG_INSIGHT@3	2875
T7_BAG_INSIGHT@4	2876
T8_BAG_INSIGHT	2877
T8_BAG_INSIGHT@1	2878
T8_BAG_INSIGHT@2	2879
T8_BAG_INSIGHT@3	2880
T8_BAG_INSIGHT@4	2881
T1_2H_TOOL_PICK	2882
T2_2H_TOOL_PICK	2883
T3_2H_TOOL_PICK	2884
T4_2H_TOOL_PICK	2885
T5_2H_TOOL_PICK	2886
T6_2H_TOOL_PICK	2887
T7_2H_TOOL_PICK	2888
T8_2H_TOOL_PICK	2889
T4_2H_TOOL_PICK_AVALON	2890
T5_2H_TOOL_PICK_AVALON	2891
T6_2H_TOOL_PICK_AVALON	2892
T7_2H_TOOL_PICK_AVALON	2893
T8_2H_TOOL_PICK_AVALON	2894
T1_2H_TOOL_HAMMER	2895
T2_2H_TOOL_HAMMER	2896
T3_2H_TOOL_HAMMER	2897
T4_2H_TOOL_HAMMER	2898
T5_2H_TOOL_HAMMER	2899
T6_2H_TOOL_HAMMER	2900
T7_2H_TOOL_HAMMER	2901
T8_2H_TOOL_HAMMER	2902
T4_2H_TOOL_HAMMER_AVALON	2903
T5_2H_TOOL_HAMMER_AVALON	2904
